director_din,director_name,din_status,total_directorships,risky_directorships,director_stress_score,director_stress_pct,risk_flag_details,computed_timestamp
20312,Sunita Rao,active,1,1,10.0,100.0,"[{""L40762PY2010PLC002031"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.531933
20313,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L40762PY2010PLC002031"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.531961
20321,Sunita Rao,active,1,1,10.0,100.0,"[{""L17890GJ2010PLC002032"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.531992
20322,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L17890GJ2010PLC002032"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532021
20323,Anita Desai,active,1,1,10.0,100.0,"[{""L17890GJ2010PLC002032"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532055
20331,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L67542NL2010PLC002033"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532086
20332,Anita Desai,active,1,1,10.0,100.0,"[{""L67542NL2010PLC002033"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532114
20333,Vivek Mehta,active,1,1,10.0,100.0,"[{""L67542NL2010PLC002033"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532146
20341,Anita Desai,active,1,1,10.0,100.0,"[{""L23900CG2010PLC002034"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532176
20342,Vivek Mehta,active,1,1,10.0,100.0,"[{""L23900CG2010PLC002034"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532204
20343,Priya Menon,active,1,1,10.0,100.0,"[{""L23900CG2010PLC002034"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532232
20351,Vivek Mehta,active,1,1,10.0,100.0,"[{""L68302AP2010PLC002035"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532262
20352,Priya Menon,active,1,1,10.0,100.0,"[{""L68302AP2010PLC002035"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532290
20353,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L68302AP2010PLC002035"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532319
20361,Priya Menon,active,1,1,10.0,100.0,"[{""L69866MZ2010PLC002036"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532349
20362,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L69866MZ2010PLC002036"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532377
20363,Neha Patel,active,1,1,10.0,100.0,"[{""L69866MZ2010PLC002036"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532406
20371,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L38866KA2010PLC002037"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532436
20372,Neha Patel,active,1,1,10.0,100.0,"[{""L38866KA2010PLC002037"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532463
20373,Rahul Iyer,active,1,1,10.0,100.0,"[{""L38866KA2010PLC002037"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532492
20381,Neha Patel,active,1,1,10.0,100.0,"[{""L96515ML2010PLC002038"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532522
20382,Rahul Iyer,active,1,1,10.0,100.0,"[{""L96515ML2010PLC002038"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532551
20383,Kavita Gupta,active,1,1,10.0,100.0,"[{""L96515ML2010PLC002038"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532595
20391,Rahul Iyer,active,1,1,10.0,100.0,"[{""L55813AR2010PLC002039"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532626
20392,Kavita Gupta,active,1,1,10.0,100.0,"[{""L55813AR2010PLC002039"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532654
20393,Amit Nair,active,1,1,10.0,100.0,"[{""L55813AR2010PLC002039"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532691
20401,Amit Nair,active,1,1,10.0,100.0,"[{""L93970OR2010PLC002040"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532730
20402,Sunita Rao,active,1,1,10.0,100.0,"[{""L93970OR2010PLC002040"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532763
20403,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L93970OR2010PLC002040"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532792
20411,Sunita Rao,active,1,1,10.0,100.0,"[{""L26493MH2010PLC002041"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532820
20412,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L26493MH2010PLC002041"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532847
20413,Anita Desai,active,1,1,10.0,100.0,"[{""L26493MH2010PLC002041"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532874
20421,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L97546OR2010PLC002042"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532918
20422,Anita Desai,active,1,1,10.0,100.0,"[{""L97546OR2010PLC002042"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532947
20423,Vivek Mehta,active,1,1,10.0,100.0,"[{""L97546OR2010PLC002042"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.532976
20431,Anita Desai,active,1,1,10.0,100.0,"[{""L60401AR2010PLC002043"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533021
20432,Vivek Mehta,active,1,1,10.0,100.0,"[{""L60401AR2010PLC002043"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533053
20433,Priya Menon,active,1,1,10.0,100.0,"[{""L60401AR2010PLC002043"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533083
20441,Vivek Mehta,active,1,1,10.0,100.0,"[{""L48582NL2010PLC002044"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533114
20442,Priya Menon,active,1,1,10.0,100.0,"[{""L48582NL2010PLC002044"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533143
20443,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L48582NL2010PLC002044"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533171
20451,Priya Menon,active,1,1,10.0,100.0,"[{""L23360SK2010PLC002045"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533202
20452,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L23360SK2010PLC002045"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533236
20453,Neha Patel,active,1,1,10.0,100.0,"[{""L23360SK2010PLC002045"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533265
20461,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L55153DN2010PLC002046"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533299
20462,Neha Patel,active,1,1,10.0,100.0,"[{""L55153DN2010PLC002046"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533329
20463,Rahul Iyer,active,1,1,10.0,100.0,"[{""L55153DN2010PLC002046"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533360
20471,Neha Patel,active,1,1,10.0,100.0,"[{""L70937AS2010PLC002047"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533393
20472,Rahul Iyer,active,1,1,10.0,100.0,"[{""L70937AS2010PLC002047"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533421
20473,Kavita Gupta,active,1,1,10.0,100.0,"[{""L70937AS2010PLC002047"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533449
20481,Rahul Iyer,active,1,1,10.0,100.0,"[{""L15076ML2010PLC002048"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533481
20482,Kavita Gupta,active,1,1,10.0,100.0,"[{""L15076ML2010PLC002048"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533510
20483,Amit Nair,active,1,1,10.0,100.0,"[{""L15076ML2010PLC002048"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533539
20491,Kavita Gupta,active,1,1,10.0,100.0,"[{""L83215AR2010PLC002049"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533585
20492,Amit Nair,active,1,1,10.0,100.0,"[{""L83215AR2010PLC002049"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533616
20493,Sunita Rao,active,1,1,10.0,100.0,"[{""L83215AR2010PLC002049"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533644
20501,Sunita Rao,active,1,1,10.0,100.0,"[{""L19374AS2010PLC002050"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533674
20502,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L19374AS2010PLC002050"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533702
20503,Anita Desai,active,1,1,10.0,100.0,"[{""L19374AS2010PLC002050"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533736
20511,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L59184DN2010PLC002051"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533769
20512,Anita Desai,active,1,1,10.0,100.0,"[{""L59184DN2010PLC002051"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533798
20513,Vivek Mehta,active,1,1,10.0,100.0,"[{""L59184DN2010PLC002051"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533837
20521,Anita Desai,active,1,1,10.0,100.0,"[{""L11362AS2010PLC002052"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533867
20522,Vivek Mehta,active,1,1,10.0,100.0,"[{""L11362AS2010PLC002052"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533895
20523,Priya Menon,active,1,1,10.0,100.0,"[{""L11362AS2010PLC002052"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533924
20531,Vivek Mehta,active,1,1,10.0,100.0,"[{""L10679DD2010PLC002053"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533954
20532,Priya Menon,active,1,1,10.0,100.0,"[{""L10679DD2010PLC002053"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.533987
20533,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L10679DD2010PLC002053"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534015
20541,Priya Menon,active,1,1,10.0,100.0,"[{""L16314GJ2010PLC002054"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534049
20542,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L16314GJ2010PLC002054"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534078
20543,Neha Patel,active,1,1,10.0,100.0,"[{""L16314GJ2010PLC002054"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534107
20551,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L49817PY2010PLC002055"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534137
20552,Neha Patel,active,1,1,10.0,100.0,"[{""L49817PY2010PLC002055"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534166
20553,Rahul Iyer,active,1,1,10.0,100.0,"[{""L49817PY2010PLC002055"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534195
20561,Neha Patel,active,1,1,10.0,100.0,"[{""L35400TS2010PLC002056"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534224
20562,Rahul Iyer,active,1,1,10.0,100.0,"[{""L35400TS2010PLC002056"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534252
20563,Kavita Gupta,active,1,1,10.0,100.0,"[{""L35400TS2010PLC002056"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534280
20571,Rahul Iyer,active,1,1,10.0,100.0,"[{""L86059PY2010PLC002057"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534311
20572,Kavita Gupta,active,1,1,10.0,100.0,"[{""L86059PY2010PLC002057"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534339
20573,Amit Nair,active,1,1,10.0,100.0,"[{""L86059PY2010PLC002057"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534367
20581,Kavita Gupta,active,1,1,10.0,100.0,"[{""L17201MH2010PLC002058"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534397
20582,Amit Nair,active,1,1,10.0,100.0,"[{""L17201MH2010PLC002058"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534425
20583,Sunita Rao,active,1,1,10.0,100.0,"[{""L17201MH2010PLC002058"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534453
20591,Amit Nair,active,1,1,10.0,100.0,"[{""L46215JH2010PLC002059"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534481
20592,Sunita Rao,active,1,1,10.0,100.0,"[{""L46215JH2010PLC002059"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534508
20593,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L46215JH2010PLC002059"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534543
20601,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L17598MP2010PLC002060"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534900
20602,Anita Desai,active,1,1,10.0,100.0,"[{""L17598MP2010PLC002060"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.534974
20603,Vivek Mehta,active,1,1,10.0,100.0,"[{""L17598MP2010PLC002060"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535016
20611,Anita Desai,active,1,1,10.0,100.0,"[{""L97077OR2010PLC002061"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535064
20612,Vivek Mehta,active,1,1,10.0,100.0,"[{""L97077OR2010PLC002061"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535099
20613,Priya Menon,active,1,1,10.0,100.0,"[{""L97077OR2010PLC002061"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535131
20621,Vivek Mehta,active,1,1,10.0,100.0,"[{""L36118KL2010PLC002062"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535165
20622,Priya Menon,active,1,1,10.0,100.0,"[{""L36118KL2010PLC002062"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535195
20623,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L36118KL2010PLC002062"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535226
20631,Priya Menon,active,1,1,10.0,100.0,"[{""L80103MZ2010PLC002063"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535258
20632,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L80103MZ2010PLC002063"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535288
20633,Neha Patel,active,1,1,10.0,100.0,"[{""L80103MZ2010PLC002063"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535320
20641,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L29893ML2010PLC002064"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535353
20642,Neha Patel,active,1,1,10.0,100.0,"[{""L29893ML2010PLC002064"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535384
20643,Rahul Iyer,active,1,1,10.0,100.0,"[{""L29893ML2010PLC002064"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535415
20651,Neha Patel,active,1,1,10.0,100.0,"[{""L42676DN2010PLC002065"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535450
20652,Rahul Iyer,active,1,1,10.0,100.0,"[{""L42676DN2010PLC002065"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535481
20653,Kavita Gupta,active,1,1,10.0,100.0,"[{""L42676DN2010PLC002065"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535511
20661,Rahul Iyer,active,1,1,10.0,100.0,"[{""L51531PY2010PLC002066"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535546
20662,Kavita Gupta,active,1,1,10.0,100.0,"[{""L51531PY2010PLC002066"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535936
20663,Amit Nair,active,1,1,10.0,100.0,"[{""L51531PY2010PLC002066"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.535985
20671,Kavita Gupta,active,1,1,10.0,100.0,"[{""L60588OR2010PLC002067"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536024
20672,Amit Nair,active,1,1,10.0,100.0,"[{""L60588OR2010PLC002067"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536063
20673,Sunita Rao,active,1,1,10.0,100.0,"[{""L60588OR2010PLC002067"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536097
20681,Amit Nair,active,1,1,10.0,100.0,"[{""L29200JH2010PLC002068"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536137
20682,Sunita Rao,active,1,1,10.0,100.0,"[{""L29200JH2010PLC002068"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536168
20683,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L29200JH2010PLC002068"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536197
20691,Sunita Rao,active,1,1,10.0,100.0,"[{""L56948MN2010PLC002069"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536229
20692,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L56948MN2010PLC002069"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536259
20693,Anita Desai,active,1,1,10.0,100.0,"[{""L56948MN2010PLC002069"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536306
20701,Anita Desai,active,1,1,10.0,100.0,"[{""L38088AP2010PLC002070"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536337
20702,Vivek Mehta,active,1,1,10.0,100.0,"[{""L38088AP2010PLC002070"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536367
20703,Priya Menon,active,1,1,10.0,100.0,"[{""L38088AP2010PLC002070"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536397
20711,Vivek Mehta,active,1,1,10.0,100.0,"[{""L45153WB2010PLC002071"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536430
20712,Priya Menon,active,1,1,10.0,100.0,"[{""L45153WB2010PLC002071"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536461
20713,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L45153WB2010PLC002071"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536647
20721,Priya Menon,active,1,1,10.0,100.0,"[{""L90833DD2010PLC002072"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536714
20722,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L90833DD2010PLC002072"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536764
20723,Neha Patel,active,1,1,10.0,100.0,"[{""L90833DD2010PLC002072"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536820
20731,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L45769WB2010PLC002073"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.536854
